"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R13","SMD_1206_RESC3216X65N","3196.85mil","2503.937mil","3196.85mil","2503.937mil","3196.85mil","2444.882mil","T","90.00","100R"
"R1","SMD_0603_RESC1608X55N","2193.365mil","3064.555mil","2193.365mil","3064.555mil","2193.365mil","3096.051mil","T","270.00","10k"
"L7","SMT_INDM135130X800N","2720.924mil","2670.854mil","2720.924mil","2670.854mil","2720.924mil","2872.625mil","T","270.00","DB_VALUE"
"L3","SMT_INDM135130X800N","1988.64mil","2670.854mil","1988.64mil","2670.854mil","1988.64mil","2872.625mil","T","270.00","DB_VALUE"
"L14","SMT_INDM135130X800N","1256.357mil","2670.854mil","1256.357mil","2670.854mil","1256.357mil","2872.625mil","T","270.00","DB_VALUE"
"L10","SMT_INDM135130X800N","524.073mil","2670.854mil","524.073mil","2670.854mil","524.073mil","2872.625mil","T","270.00","DB_VALUE"
"J9","PTH_MTG400_700","196.85mil","196.85mil","196.85mil","196.85mil","196.85mil","196.85mil","T","0.00","CON_1PIN"
"J6","PTH_DC-POWER-JACK_210-112","3570.866mil","2622.047mil","3570.866mil","2523.622mil","3452.756mil","2523.622mil","T","180.00","CON_POWER_JACK_3PIN"
"J5","PTH_CON_WR-MRC4-6P","3531.496mil","3082.677mil","3531.496mil","3082.677mil","3639.764mil","3248.032mil","T","270.00","CON_2ROWS_6PINS_1"
"J4","PTH_HDRV40W6240P254_2X02_M","3476.378mil","1669.291mil","3476.378mil","1669.291mil","3426.378mil","1719.291mil","T","270.00","CON_2ROWS_4PINS-2"
"J3","PTH_CON_HD-351-3P","204.724mil","3311.024mil","204.724mil","3311.024mil","204.724mil","3173.228mil","T","90.00","CON_3PINS"
"J24","PTH_MTG400_700","3740.157mil","3740.157mil","3740.157mil","3740.157mil","3740.157mil","3740.157mil","T","0.00","CON_1PIN"
"J23","PTH_MTG400_700","196.85mil","3740.157mil","196.85mil","3740.157mil","196.85mil","3740.157mil","T","0.00","CON_1PIN"
"J22","PTH_MTG400_700","3740.157mil","196.85mil","3740.157mil","196.85mil","3740.157mil","196.85mil","T","0.00","CON_1PIN"
"J2","SMD_CON-CVILUX-CU04-SCM15B0","3771.653mil","1669.291mil","3763.78mil","1669.291mil","3661.417mil","1606.299mil","T","90.00","CON_USB_MINI_1"
"J15","PTH_MTG400_700","196.85mil","2165.354mil","196.85mil","2165.354mil","196.85mil","2165.354mil","T","0.00","CON_1PIN"
"J14","PTH_MTG400_700","2165.354mil","2165.354mil","2165.354mil","2165.354mil","2165.354mil","2165.354mil","T","0.00","CON_1PIN"
"J13","PTH_MTG400_700","2165.354mil","196.85mil","2165.354mil","196.85mil","2165.354mil","196.85mil","T","0.00","CON_1PIN"
"J1","PTH_HDRV05W64P254_1X05","3309.055mil","104.331mil","3309.055mil","104.331mil","3109.055mil","104.331mil","T","0.00","CON_5PINS"
"FID2","FID100X200","3818.898mil","3523.622mil","3818.898mil","3523.622mil","3818.898mil","3523.622mil","T","0.00","FIDUCIAL"
"FID1","FID100X200","366.142mil","94.488mil","366.142mil","94.488mil","366.142mil","94.488mil","T","0.00","FIDUCIAL"
"D9","SMD_0805_LED2012X100N","889.764mil","405.512mil","889.764mil","405.512mil","889.764mil","364.173mil","T","90.00","Yellow SML210YT ROHM"
"D8","SMD_DO214AC_SMA","3313.328mil","2468.843mil","3313.328mil","2468.843mil","3313.328mil","2390.102mil","T","90.00","D_STKY"
"D7","SMD_0805_LED2012X100N","732.283mil","405.512mil","732.283mil","405.512mil","732.283mil","364.173mil","T","90.00","Green  SML210MT ROHM"
"D6","SMD_SOT457_SOT95P275X110-6N","3267.716mil","1625.984mil","3267.716mil","1625.984mil","3305.118mil","1671.26mil","T","270.00","SMS05T1G"
"D5","SMD_0805_LED2012X100N","1047.244mil","405.512mil","1047.244mil","405.512mil","1047.244mil","364.173mil","T","90.00","Red SML210VT ROHM"
"D4","SMD_0805_LED2012X100N","2988.189mil","1244.094mil","2988.189mil","1244.094mil","2946.85mil","1244.094mil","T","0.00","Orange  SML210DT ROHM"
"D3","SMD_0805_LED2012X100N","2988.189mil","1322.835mil","2988.189mil","1322.835mil","2946.85mil","1322.835mil","T","0.00","Yellow SML210YT ROHM"
"D28","SMD_DO214AC_SMC","3377.84mil","3658.134mil","3377.84mil","3658.134mil","3511.698mil","3658.134mil","T","180.00","D_TVS_UNI"
"D2","SMD_0805_LED2012X100N","2988.189mil","1165.354mil","2988.189mil","1165.354mil","2946.85mil","1165.354mil","T","0.00","Green  SML210MT ROHM"
"D17","SMD_0805_LED2012X100N","968.504mil","405.512mil","968.504mil","405.512mil","968.504mil","364.173mil","T","90.00","Orange  SML210DT ROHM"
"D1","SMD_0805_LED2012X100N","2988.189mil","1086.614mil","2988.189mil","1086.614mil","2946.85mil","1086.614mil","T","0.00","Red SML210VT ROHM"
"C98","SMD_0805_CAPC2012X145N","2948.819mil","3803.15mil","2948.819mil","3803.15mil","2948.819mil","3767.716mil","T","90.00","10uF"
"C97","SMD_0805_CAPC2012X145N","1618.11mil","3480.315mil","1618.11mil","3480.315mil","1582.677mil","3480.315mil","T","0.00","10uF"
"C95","SMD_0805_CAPC2012X145N","2165.354mil","1299.213mil","2165.354mil","1299.213mil","2129.921mil","1299.213mil","T","0.00","22uF"
"C94","SMD_0805_CAPC2012X145N","3082.677mil","2807.087mil","3082.677mil","2807.087mil","3118.11mil","2807.087mil","T","180.00","22uF"
"C93","SMD_0603_CAPC1608X95N","893.701mil","3299.213mil","893.701mil","3299.213mil","893.701mil","3267.716mil","T","90.00","220nF"
"C91","SMD_0805_CAPC2012X145N","2165.354mil","1377.953mil","2165.354mil","1377.953mil","2129.921mil","1377.953mil","T","0.00","22uF"
"C90","SMD_0805_CAPC2012X145N","3082.677mil","2728.346mil","3082.677mil","2728.346mil","3118.11mil","2728.346mil","T","180.00","22uF"
"C9","SMD_0603_CAPC1608X95N","3314.961mil","326.772mil","3314.961mil","326.772mil","3314.961mil","358.268mil","T","270.00","100nF"
"C89","SMD_0603_CAPC1608X95N","890.215mil","3096.051mil","890.215mil","3096.051mil","858.719mil","3096.051mil","T","0.00","100nF"
"C88","SMD_0805_CAPC2012X145N","165.48mil","2788.771mil","165.48mil","2788.771mil","130.047mil","2788.771mil","T","0.00","22uF"
"C87","SMD_0805_CAPC2012X145N","1456.693mil","2169.291mil","1456.693mil","2169.291mil","1456.693mil","2133.858mil","T","90.00","22uF"
"C86","SMD_0805_CAPC2012X145N","165.48mil","2946.252mil","165.48mil","2946.252mil","130.047mil","2946.252mil","T","0.00","22uF"
"C85","SMD_0603_CAPC1608X95N","890.215mil","3202.35mil","890.215mil","3202.35mil","921.711mil","3202.35mil","T","180.00","10uF"
"C84","SMD_0805_CAPC2012X145N","165.48mil","2867.512mil","165.48mil","2867.512mil","130.047mil","2867.512mil","T","0.00","22uF"
"C83","SMD_0805_CAPC2012X145N","1377.953mil","2169.291mil","1377.953mil","2169.291mil","1377.953mil","2133.858mil","T","90.00","22uF"
"C82","SMD_0805_CAPC2012X145N","897.764mil","2552.551mil","897.764mil","2552.551mil","862.331mil","2552.551mil","T","0.00","22uF"
"C814","SMD_0805_CAPC2012X145N","539.37mil","3716.535mil","539.37mil","3716.535mil","574.803mil","3716.535mil","T","180.00","10uF"
"C81","SMD_0805_CAPC2012X145N","196.85mil","669.291mil","196.85mil","669.291mil","232.284mil","669.291mil","T","180.00","22uF"
"C80","SMD_0805_CAPC2012X145N","196.85mil","590.551mil","196.85mil","590.551mil","232.284mil","590.551mil","T","180.00","22uF"
"C8","SMD_0603_CAPC1608X95N","3673.228mil","716.535mil","3673.228mil","716.535mil","3673.228mil","748.032mil","T","270.00","100nF"
"C79","SMD_0805_CAPC2012X145N","196.85mil","1456.693mil","196.85mil","1456.693mil","232.284mil","1456.693mil","T","180.00","22uF"
"C78","SMD_0805_CAPC2012X145N","196.85mil","1377.953mil","196.85mil","1377.953mil","232.284mil","1377.953mil","T","180.00","22uF"
"C77","SMD_0805_CAPC2012X145N","196.85mil","1299.213mil","196.85mil","1299.213mil","232.284mil","1299.213mil","T","180.00","22uF"
"C76","SMD_0805_CAPC2012X145N","196.85mil","1220.472mil","196.85mil","1220.472mil","232.284mil","1220.472mil","T","180.00","22uF"
"C75","SMD_0805_CAPC2012X145N","196.85mil","1141.732mil","196.85mil","1141.732mil","232.284mil","1141.732mil","T","180.00","22uF"
"C74","SMD_0805_CAPC2012X145N","196.85mil","1062.992mil","196.85mil","1062.992mil","232.284mil","1062.992mil","T","180.00","22uF"
"C73","SMD_0805_CAPC2012X145N","897.764mil","2631.291mil","897.764mil","2631.291mil","862.331mil","2631.291mil","T","0.00","22uF"
"C72","SMD_0805_CAPC2012X145N","165.48mil","2552.551mil","165.48mil","2552.551mil","130.047mil","2552.551mil","T","0.00","22uF"
"C711","SMD_0805_CAPC2012X145N","539.37mil","3559.055mil","539.37mil","3559.055mil","574.803mil","3559.055mil","T","180.00","10uF"
"C71","SMD_0805_CAPC2012X145N","2350.394mil","3716.535mil","2350.394mil","3716.535mil","2314.961mil","3716.535mil","T","0.00","10uF"
"C70","SMD_0805_CAPC2012X145N","2350.394mil","3795.276mil","2350.394mil","3795.276mil","2314.961mil","3795.276mil","T","0.00","10uF"
"C7","SMD_0603_CAPC1608X95N","2925.197mil","629.921mil","2925.197mil","629.921mil","2956.693mil","629.921mil","T","180.00","100nF"
"C69","SMD_0805_CAPC2012X145N","2137.795mil","3803.15mil","2137.795mil","3803.15mil","2137.795mil","3767.716mil","T","90.00","10uF"
"C68","SMD_0805_CAPC2012X145N","2350.394mil","3401.575mil","2350.394mil","3401.575mil","2314.961mil","3401.575mil","T","0.00","10uF"
"C67","SMD_0805_CAPC2012X145N","1299.213mil","2169.291mil","1299.213mil","2169.291mil","1299.213mil","2204.724mil","T","270.00","22uF"
"C660","SMD_0805_CAPC2012X145N","748.032mil","2169.291mil","748.032mil","2169.291mil","748.032mil","2204.724mil","T","270.00","22uF"
"C66","SMD_0805_CAPC2012X145N","1535.433mil","2169.291mil","1535.433mil","2169.291mil","1535.433mil","2204.724mil","T","270.00","22uF"
"C658","SMD_0805_CAPC2012X145N","826.772mil","2169.291mil","826.772mil","2169.291mil","826.772mil","2204.724mil","T","270.00","22uF"
"C657","SMD_0805_CAPC2012X145N","165.48mil","2395.07mil","165.48mil","2395.07mil","200.913mil","2395.07mil","T","180.00","22uF"
"C655","SMD_0805_CAPC2012X145N","165.48mil","2473.811mil","165.48mil","2473.811mil","200.913mil","2473.811mil","T","180.00","22uF"
"C654","SMD_0805_CAPC2012X145N","433.071mil","2169.291mil","433.071mil","2169.291mil","433.071mil","2204.724mil","T","270.00","22uF"
"C652","SMD_0805_CAPC2012X145N","511.811mil","2169.291mil","511.811mil","2169.291mil","511.811mil","2204.724mil","T","270.00","22uF"
"C65","SMD_0805_CAPC2012X145N","1614.173mil","2169.291mil","1614.173mil","2169.291mil","1614.173mil","2204.724mil","T","270.00","22uF"
"C642","SMD_0805_CAPC2012X145N","2003.937mil","3716.535mil","2003.937mil","3716.535mil","2039.37mil","3716.535mil","T","180.00","10uF"
"C640","SMD_0805_CAPC2012X145N","2003.937mil","3559.055mil","2003.937mil","3559.055mil","2039.37mil","3559.055mil","T","180.00","10uF"
"C64","SMD_0805_CAPC2012X145N","2165.354mil","511.811mil","2165.354mil","511.811mil","2129.921mil","511.811mil","T","0.00","22uF"
"C63","SMD_0805_CAPC2012X145N","196.85mil","1929.134mil","196.85mil","1929.134mil","232.284mil","1929.134mil","T","180.00","22uF"
"C62","SMD_0805_CAPC2012X145N","196.85mil","1850.394mil","196.85mil","1850.394mil","232.284mil","1850.394mil","T","180.00","22uF"
"C61","SMD_0805_CAPC2012X145N","2165.354mil","433.071mil","2165.354mil","433.071mil","2129.921mil","433.071mil","T","0.00","22uF"
"C608","SMD_0603_CAPC1608X95N","3405.512mil","1003.937mil","3405.512mil","1003.937mil","3405.512mil","972.441mil","T","90.00","100nF"
"C606","SMD_0805_CAPC2012X145N","539.37mil","3795.276mil","539.37mil","3795.276mil","574.803mil","3795.276mil","T","180.00","10uF"
"C604","SMD_0603_CAPC1608X95N","1744.094mil","500mil","1744.094mil","500mil","1744.094mil","531.496mil","T","270.00","100nF"
"C603","SMD_0805_CAPC2012X145N","539.37mil","3637.795mil","539.37mil","3637.795mil","574.803mil","3637.795mil","T","180.00","10uF"
"C600","SMD_0805_CAPC2012X145N","2003.937mil","3795.276mil","2003.937mil","3795.276mil","2039.37mil","3795.276mil","T","180.00","10uF"
"C60","SMD_0805_CAPC2012X145N","1850.394mil","196.85mil","1850.394mil","196.85mil","1850.394mil","232.284mil","T","270.00","22uF"
"C6","SMD_0603_CAPC1608X95N","3673.228mil","523.622mil","3673.228mil","523.622mil","3641.732mil","523.622mil","T","0.00","100nF"
"C598","SMD_0805_CAPC2012X145N","2003.937mil","3637.795mil","2003.937mil","3637.795mil","2039.37mil","3637.795mil","T","180.00","10uF"
"C594","SMD_0603_CAPC1608X95N","1637.795mil","614.173mil","1637.795mil","614.173mil","1606.299mil","614.173mil","T","0.00","100nF"
"C592","SMD_0805_CAPC2012X145N","3173.228mil","2370.079mil","3173.228mil","2370.079mil","3208.661mil","2370.079mil","T","180.00","10uF"
"C59","SMD_0805_CAPC2012X145N","1929.134mil","196.85mil","1929.134mil","196.85mil","1929.134mil","232.284mil","T","270.00","22uF"
"C58","SMD_0603_CAPC1608X95N","3087.065mil","3096.051mil","3087.065mil","3096.051mil","3055.569mil","3096.051mil","T","0.00","100nF"
"C57","SMD_0805_CAPC2012X145N","196.85mil","433.071mil","196.85mil","433.071mil","232.284mil","433.071mil","T","180.00","22uF"
"C56","SMD_0805_CAPC2012X145N","196.85mil","511.811mil","196.85mil","511.811mil","232.284mil","511.811mil","T","180.00","22uF"
"C55","SMD_0805_CAPC2012X145N","2165.354mil","1535.433mil","2165.354mil","1535.433mil","2129.921mil","1535.433mil","T","0.00","22uF"
"C54","SMD_0603_CAPC1608X95N","3087.065mil","3202.35mil","3087.065mil","3202.35mil","3118.561mil","3202.35mil","T","180.00","10uF"
"C53","SMD_0805_CAPC2012X145N","2165.354mil","1614.173mil","2165.354mil","1614.173mil","2129.921mil","1614.173mil","T","0.00","22uF"
"C52","SMD_0805_CAPC2012X145N","2350.394mil","3480.315mil","2350.394mil","3480.315mil","2314.961mil","3480.315mil","T","0.00","10uF"
"C51","SMD_0805_CAPC2012X145N","2350.394mil","3637.795mil","2350.394mil","3637.795mil","2314.961mil","3637.795mil","T","0.00","10uF"
"C50","SMD_0805_CAPC2012X145N","2350.394mil","3559.055mil","2350.394mil","3559.055mil","2314.961mil","3559.055mil","T","0.00","10uF"
"C5","SMD_0603_CAPC1608X95N","3251.968mil","326.772mil","3251.968mil","326.772mil","3251.968mil","358.268mil","T","270.00","100nF"
"C49","SMD_0805_CAPC2012X145N","2216.535mil","3803.15mil","2216.535mil","3803.15mil","2216.535mil","3767.716mil","T","90.00","10uF"
"C48","SMD_0805_CAPC2012X145N","2165.354mil","1692.913mil","2165.354mil","1692.913mil","2129.921mil","1692.913mil","T","0.00","22uF"
"C46","SMD_0805_CAPC2012X145N","2165.354mil","1771.653mil","2165.354mil","1771.653mil","2129.921mil","1771.653mil","T","0.00","22uF"
"C45","SMD_0805_CAPC2012X145N","2165.354mil","1850.394mil","2165.354mil","1850.394mil","2129.921mil","1850.394mil","T","0.00","22uF"
"C44","SMD_0805_CAPC2012X145N","2165.354mil","1929.134mil","2165.354mil","1929.134mil","2129.921mil","1929.134mil","T","0.00","22uF"
"C40","SMD_0805_CAPC2012X145N","1850.394mil","2169.291mil","1850.394mil","2169.291mil","1850.394mil","2204.724mil","T","270.00","22uF"
"C4","SMD_0805_CAPC2012X145N","2165.354mil","1062.992mil","2165.354mil","1062.992mil","2129.921mil","1062.992mil","T","0.00","22uF"
"C39","SMD_0805_CAPC2012X145N","1929.134mil","2169.291mil","1929.134mil","2169.291mil","1929.134mil","2204.724mil","T","270.00","22uF"
"C380","SMD_0805_CAPC2012X145N","885.827mil","3716.535mil","885.827mil","3716.535mil","850.394mil","3716.535mil","T","0.00","10uF"
"C38","SMD_0805_CAPC2012X145N","2559.047mil","2169.202mil","2559.047mil","2169.202mil","2559.047mil","2204.635mil","T","270.00","22uF"
"C379","SMD_0805_CAPC2012X145N","885.827mil","3795.276mil","885.827mil","3795.276mil","850.394mil","3795.276mil","T","0.00","10uF"
"C378","SMD_0805_CAPC2012X145N","673.228mil","3803.15mil","673.228mil","3803.15mil","673.228mil","3767.716mil","T","90.00","10uF"
"C37","SMD_0805_CAPC2012X145N","2637.787mil","2169.202mil","2637.787mil","2169.202mil","2637.787mil","2204.635mil","T","270.00","22uF"
"C36","SMD_0805_CAPC2012X145N","196.85mil","1771.653mil","196.85mil","1771.653mil","232.284mil","1771.653mil","T","180.00","22uF"
"C35","SMD_0805_CAPC2012X145N","2165.354mil","1141.732mil","2165.354mil","1141.732mil","2129.921mil","1141.732mil","T","0.00","22uF"
"C347","SMD_0603_CAPC1608X95N","2905.512mil","1460.63mil","2905.512mil","1460.63mil","2874.016mil","1460.63mil","T","0.00","1uF"
"C34","SMD_0805_CAPC2012X145N","2165.354mil","1220.472mil","2165.354mil","1220.472mil","2129.921mil","1220.472mil","T","0.00","22uF"
"C334","SMD_0805_CAPC2012X145N","590.551mil","2169.291mil","590.551mil","2169.291mil","590.551mil","2204.724mil","T","270.00","22uF"
"C333","SMD_0805_CAPC2012X145N","669.291mil","2169.291mil","669.291mil","2169.291mil","669.291mil","2204.724mil","T","270.00","22uF"
"C332","SMD_0805_CAPC2012X145N","905.512mil","2169.291mil","905.512mil","2169.291mil","905.512mil","2204.724mil","T","270.00","22uF"
"C331","SMD_0805_CAPC2012X145N","984.252mil","2169.291mil","984.252mil","2169.291mil","984.252mil","2204.724mil","T","270.00","22uF"
"C33","SMD_0805_CAPC2012X145N","3082.677mil","2885.827mil","3082.677mil","2885.827mil","3047.244mil","2885.827mil","T","0.00","22uF"
"C31","SMD_0805_CAPC2012X145N","3082.677mil","3637.795mil","3082.677mil","3637.795mil","3047.244mil","3637.795mil","T","0.00","10uF"
"C304","SMD_0603_CAPC1608X95N","1212.598mil","582.677mil","1212.598mil","582.677mil","1212.598mil","551.181mil","T","90.00","100nF"
"C303","SMD_0603_CAPC1608X95N","791.339mil","582.677mil","791.339mil","582.677mil","791.339mil","551.181mil","T","90.00","100nF"
"C30","SMD_0603_CAPC1608X95N","2358.268mil","3299.213mil","2358.268mil","3299.213mil","2358.268mil","3267.716mil","T","90.00","220nF"
"C3","SMD_0603_CAPC1608X95N","3673.228mil","444.882mil","3673.228mil","444.882mil","3641.732mil","444.882mil","T","0.00","1nF"
"C29","SMD_0805_CAPC2012X145N","1618.11mil","3559.055mil","1618.11mil","3559.055mil","1582.677mil","3559.055mil","T","0.00","10uF"
"C289","SMD_0603_CAPC1608X95N","1086.614mil","582.677mil","1086.614mil","582.677mil","1086.614mil","551.181mil","T","90.00","100nF"
"C28","SMD_0805_CAPC2012X145N","1484.252mil","3803.15mil","1484.252mil","3803.15mil","1484.252mil","3767.716mil","T","90.00","10uF"
"C275","SMD_0805_CAPC2012X145N","2362.331mil","2946.252mil","2362.331mil","2946.252mil","2397.764mil","2946.252mil","T","180.00","22uF"
"C274","SMD_0805_CAPC2012X145N","2362.331mil","2867.512mil","2362.331mil","2867.512mil","2397.764mil","2867.512mil","T","180.00","22uF"
"C272","SMD_0805_CAPC2012X145N","2362.331mil","2788.771mil","2362.331mil","2788.771mil","2397.764mil","2788.771mil","T","180.00","22uF"
"C271","SMD_0805_CAPC2012X145N","2362.331mil","2710.031mil","2362.331mil","2710.031mil","2397.764mil","2710.031mil","T","180.00","22uF"
"C27","SMD_0805_CAPC2012X145N","1618.11mil","3637.795mil","1618.11mil","3637.795mil","1582.677mil","3637.795mil","T","0.00","10uF"
"C269","SMD_0805_CAPC2012X145N","2362.331mil","2631.291mil","2362.331mil","2631.291mil","2397.764mil","2631.291mil","T","180.00","22uF"
"C268","SMD_0805_CAPC2012X145N","897.764mil","2946.252mil","897.764mil","2946.252mil","933.197mil","2946.252mil","T","180.00","22uF"
"C266","SMD_0805_CAPC2012X145N","2362.331mil","2552.551mil","2362.331mil","2552.551mil","2397.764mil","2552.551mil","T","180.00","22uF"
"C265","SMD_0805_CAPC2012X145N","3082.677mil","2208.661mil","3082.677mil","2208.661mil","3047.244mil","2208.661mil","T","0.00","22uF"
"C264","SMD_0805_CAPC2012X145N","3082.677mil","2287.402mil","3082.677mil","2287.402mil","3047.244mil","2287.402mil","T","0.00","22uF"
"C263","SMD_0805_CAPC2012X145N","897.764mil","2867.512mil","897.764mil","2867.512mil","933.197mil","2867.512mil","T","180.00","22uF"
"C26","SMD_0603_CAPC1608X95N","2354.782mil","3096.051mil","2354.782mil","3096.051mil","2323.286mil","3096.051mil","T","0.00","100nF"
"C257","SMD_0603_CAPC1608X95N","3090.551mil","3299.213mil","3090.551mil","3299.213mil","3090.551mil","3267.716mil","T","90.00","220nF"
"C25","SMD_0805_CAPC2012X145N","885.827mil","3401.575mil","885.827mil","3401.575mil","850.394mil","3401.575mil","T","0.00","10uF"
"C24","SMD_0805_CAPC2012X145N","885.827mil","3480.315mil","885.827mil","3480.315mil","850.394mil","3480.315mil","T","0.00","10uF"
"C232","SMD_0603_CAPC1608X95N","2582.677mil","893.701mil","2582.677mil","893.701mil","2582.677mil","862.205mil","T","90.00","100nF"
"C231","SMD_0805_CAPC2012X145N","2511.811mil","901.575mil","2511.811mil","901.575mil","2511.811mil","866.142mil","T","90.00","22uF"
"C23","SMD_0805_CAPC2012X145N","885.827mil","3637.795mil","885.827mil","3637.795mil","850.394mil","3637.795mil","T","0.00","10uF"
"C22","SMD_0603_CAPC1608X95N","2354.782mil","3202.35mil","2354.782mil","3202.35mil","2386.278mil","3202.35mil","T","180.00","10uF"
"C21","SMD_0805_CAPC2012X145N","885.827mil","3559.055mil","885.827mil","3559.055mil","850.394mil","3559.055mil","T","0.00","10uF"
"C205","SMD_0805_CAPC2012X145N","2362.331mil","2395.07mil","2362.331mil","2395.07mil","2397.764mil","2395.07mil","T","180.00","22uF"
"C203","SMD_0805_CAPC2012X145N","2362.331mil","2473.811mil","2362.331mil","2473.811mil","2397.764mil","2473.811mil","T","180.00","22uF"
"C202","SMD_0805_CAPC2012X145N","2716.535mil","2169.291mil","2716.535mil","2169.291mil","2716.535mil","2204.724mil","T","270.00","22uF"
"C200","SMD_0805_CAPC2012X145N","2795.276mil","2169.291mil","2795.276mil","2169.291mil","2795.276mil","2204.724mil","T","270.00","22uF"
"C20","SMD_0805_CAPC2012X145N","751.968mil","3803.15mil","751.968mil","3803.15mil","751.968mil","3767.716mil","T","90.00","10uF"
"C2","SMD_0603_CAPC1608X95N","2925.197mil","692.913mil","2925.197mil","692.913mil","2956.693mil","692.913mil","T","180.00","10uF"
